airport_ident,csv_le_ident,csv_he_ident,norm_le_ident,norm_he_ident,reason,db_candidate_pairs,csv_le_latitude_deg,csv_le_longitude_deg,csv_he_latitude_deg,csv_he_longitude_deg,csv_le_elevation_ft,csv_he_elevation_ft
GB-0403,16,34,16,34,airport not found in runway table,,51.2346290354368,0.07940948009491,51.2314951334217,0.081276297569275,93,82
GB-0404,3,21,03,21,airport not found in runway table,,51.8319255951947,1.11166834831238,51.8376735278809,1.11652851104736,27,24
GB-0406,2,20,02,20,airport not found in runway table,,51.0902283261239,0.98800778388977,51.093462806585,0.989713668823242,86,80
GB-0407,7,25,07,25,airport not found in runway table,,54.5838392631351,-1.07433199882507,54.5855428168156,-1.06546998023987,23,26
GB-0408,4,22,04,22,airport not found in runway table,,50.9223862662539,-0.477744340896606,50.92646427524,-0.471800565719605,37,26
GB-0409,9,27,09,27,airport not found in runway table,,56.3249792054685,-3.75144481658936,56.3246579611994,-3.74128460884094,38,32
GB-0410,17,35,17,35,airport not found in runway table,,54.38784242856,-6.4006519317627,54.3853059249241,-6.39992237091064,25,15
GB-0411,15,33,15,33,airport not found in runway table,,52.4412575670478,-1.05054616928101,52.437300674367,-1.04730606079102,152,156
GB-0411,8,26,08,26,airport not found in runway table,,52.4379743522694,-1.05098605155945,52.4396094499711,-1.03133082389832,156,156
GB-0412,12,30,12,30,airport not found in runway table,,51.4838082471043,-1.56849145889282,51.4805343268617,-1.56073451042175,214,211
GB-0412,16,34,16,34,airport not found in runway table,,51.4836078097621,-1.5621292591095,51.476979518764,-1.55896425247192,212,206
GB-0412,4,22,04,22,airport not found in runway table,,51.4753423429099,-1.56107783317566,51.4796189234441,-1.55577778816223,206,207
GB-0413,9,27,09,27,airport not found in runway table,,55.6776146583058,-2.61255741119385,55.6772940366232,-2.60526180267334,184,174
GB-0413,7,25,07,25,airport not found in runway table,,55.6760357223613,-2.61049747467041,55.6772940366232,-2.6052725315094,170,174
GB-0414,1,19,01,19,airport not found in runway table,,51.8742521582267,-1.227046251297,51.8823789124713,-1.22477173805237,77,83
GB-0414,5,23,05,23,airport not found in runway table,,51.8755172996347,-1.22841954231262,51.88121330691,-1.21760487556458,78,78
GB-0414,9,27,09,27,airport not found in runway table,,51.8794913343025,-1.22556567192078,51.8788091499913,-1.21114611625671,83,75
GB-0416,5,23,05,23,airport not found in runway table,,52.0822950064787,-1.47443175315857,52.0861254802313,-1.46782279014587,187,187
GB-0416,16,34,16,34,airport not found in runway table,,52.0884328358613,-1.47836923599243,52.0856046605997,-1.47695302963257,193,193
GB-0417,6,24,06,24,airport not found in runway table,,51.7292809372913,-1.1479640007019,51.7323575619691,-1.1401104927063,130,121
GB-0418,7,25,07,25,airport not found in runway table,,51.1487777992198,-0.814125537872314,51.1517188037491,-0.801948308944702,63,64
GB-0419,6,24,06,24,airport not found in runway table,,52.1019779030381,-1.38389110565186,52.1032300373215,-1.38017892837524,161,160
GB-0419,15,33,15,33,airport not found in runway table,,52.1021426595575,-1.38348340988159,52.097232654103,-1.37800097465515,165,157
GB-0420,2,20,02,20,no matching runway for airport,03/21; 15/33; 08/26,52.4502164900028,1.1501955986023,52.4626774792125,1.15809202194214,56,53
GB-0420,14,32,14,32,no matching runway for airport,03/21; 15/33; 08/26,52.4614681463237,1.15133285522461,52.4531588044015,1.16228699684143,54,57
GB-0421,2,20,02,20,airport not found in runway table,,52.2326161882583,-1.7244565486908,52.2393640433995,-1.71947836875916,117,116
GB-0424,3,21,03,21,airport not found in runway table,,51.6373908561546,0.200479030609131,51.6426775591166,0.204373598098755,80,67
GB-0426,5,23,05,23,airport not found in runway table,,52.7047609731301,1.19217753410339,52.7075692460828,1.19709134101868,43,41
GB-0426,15,33,15,33,airport not found in runway table,,52.7073027279396,1.19317531585693,52.7042864091564,1.19583606719971,44,42
GB-0427,8,26,08,26,airport not found in runway table,,53.6099681390347,-1.13807201385498,53.6107574153996,-1.12997174263,26,22
GB-0428,5,23,05,23,airport not found in runway table,,51.6627800436178,-1.12984299659729,51.666020900909,-1.12311601638794,50,50
GB-0429,8,26,08,26,airport not found in runway table,,53.2099329083739,-3.3923614025116,53.2108966980166,-3.38088154792786,44,37
GB-0431,8,26,08,26,airport not found in runway table,,51.5634590155759,0.351841449737549,51.5644594376275,0.357667207717895,26,22
GB-0432,7,25,07,25,airport not found in runway table,,53.8971429603858,-2.90525883436203,53.8982634885561,-2.89996415376663,16,13
GB-0432,9,27,09,27,airport not found in runway table,,53.8970813225624,-2.90554046630859,53.8973721258551,-2.8994357585907,16,16
GB-0433,1,19,01,19,airport not found in runway table,,51.6904629366184,0.87192177772522,51.6953976421029,0.873681306838989,18,21
GB-0434,7,25,07,25,airport not found in runway table,,52.7168118680796,1.55480146408081,52.7188850143933,1.56368494033813,16,9
GB-0435,9,27,09,27,airport not found in runway table,,52.7404684757745,-0.909579992294312,52.7404554847314,-0.903754234313965,96,104
GB-0436,7,25,07,25,airport not found in runway table,,55.4781572808347,-1.72971099615097,55.4797989141419,-1.72254413366318,94,88
GB-0438,4,22,04,22,airport not found in runway table,,54.167452677253,-1.22909545898438,54.1698330536106,-1.22532963752747,36,37
GB-0438,14,32,14,32,airport not found in runway table,,54.1698581755858,-1.22781872749329,54.1677667189158,-1.22517943382263,36,37
GB-0438,18,0,18,00,airport not found in runway table,,54.1701784794329,-1.22689604759216,54.1670569813639,-1.22705698013306,37,37
GB-0439,13,31,13,31,airport not found in runway table,,53.2837349238449,-0.873863697052002,53.2810344334051,-0.868123769760132,46,40
GB-0439,4,22,04,22,airport not found in runway table,,53.2787250900735,-0.871793031692505,53.2810408480739,-0.868027210235596,32,40
GB-0440,10,28,10,28,airport not found in runway table,,53.9356709218569,-2.84519076347351,53.935235116069,-2.84131765365601,19,16
GB-0440,1,19,01,19,airport not found in runway table,,53.9323296278275,-2.84408569335937,53.9361383027159,-2.84291625022888,13,16
GB-0442,3,21,03,21,airport not found in runway table,,57.1270744656418,-4.67187166213989,57.1320240012404,-4.66691493988037,141,110
GB-0442,3,21,03,21,airport not found in runway table,,57.1257234186257,-4.67192530632019,57.1283555853801,-4.66876029968262,141,133
GB-0443,2,20,02,20,airport not found in runway table,,53.3015628573363,-0.851515531539917,53.3044928523418,-0.850045680999756,40,42
GB-0445,1,19,01,19,airport not found in runway table,,52.9801018570679,-1.37152075767517,52.9833832854753,-1.37093067169189,119,123
GB-0446,7,25,07,25,airport not found in runway table,,52.1051740708889,-2.45792269706726,52.1066040347062,-2.45109915733337,117,98
GB-0447,8,26,08,26,airport not found in runway table,,51.4235037242375,-1.77258610725403,51.4242329351513,-1.76751136779785,182,178
GB-0447,0,18,00,18,airport not found in runway table,,51.4211621426359,-1.77097678184509,51.4234568937812,-1.77080512046814,161,181
GB-0448,15,33,15,33,airport not found in runway table,,54.3307218184428,-5.94629976129909,54.3289718450629,-5.94482092534236,247,239
GB-0450,2,20,02,20,airport not found in runway table,,51.003095382172,0.62073826789856,51.0061671787725,0.622712373733521,23,18
GB-0451,8,26,08,26,airport not found in runway table,,51.402612578307,0.841323137283325,51.4035161405238,0.851762294769287,17,23
GB-0452,9,27,09,27,airport not found in runway table,,52.2291400183605,1.11725807189941,52.2296657326008,1.12781524658203,62,62
GB-0453,3,21,03,21,airport not found in runway table,,51.727546505809,0.285301208496094,51.7302909969928,0.287586450576782,77,76
GB-0454,10,28,10,28,airport not found in runway table,,52.7332123753422,-2.18813538551331,52.7326601606789,-2.18312501907349,92,96
GB-0456,6,24,06,24,airport not found in runway table,,55.4662290657817,-3.8466739654541,55.4678164593556,-3.8412880897522,273,267
GB-0457,34,16,34,16,airport not found in runway table,,50.9348964368162,0.522269010543823,50.9409204050403,0.517816543579102,19,40
GB-0459,10,28,10,28,airport not found in runway table,,52.0258811022137,-2.76492834091187,52.0254784082051,-2.75989651679993,102,108
GB-0460,15,33,15,33,airport not found in runway table,,52.1637847373464,-2.94723272323608,52.160395323048,-2.94418573379517,126,111
GB-0461,16,34,16,34,airport not found in runway table,,52.1843328803398,-0.11335015296936,52.1771029639148,-0.108951330184937,73,76
GB-0461,4,22,04,22,airport not found in runway table,,52.1747080828018,-0.121471881866455,52.1843394584364,-0.109423398971558,75,71
GB-0462,17,35,17,35,airport not found in runway table,,54.1312151161011,-0.431567430496216,54.1237902630555,-0.429421663284302,68,111
GB-0463,11,29,11,29,airport not found in runway table,,50.6393164725628,-4.62508320808411,50.6347642228873,-4.60712313652039,293,290
GB-0464,2,20,02,20,no matching runway for airport,08/26; 14/32,51.8060010636087,0.068455338478088,51.8090426129308,0.070547461509705,75,81
GB-0464,7,25,07,25,no matching runway for airport,08/26; 14/32,51.8058551171506,0.068020820617676,51.8068900000126,0.073712468147278,75,71
GB-0464,13,31,13,31,no matching runway for airport,08/26; 14/32,51.80909236394,0.070257782936096,51.807016041815,0.073814392089844,81,71
GB-0465,3,21,03,21,airport not found in runway table,,57.5850348397045,-4.31824922561646,57.5885371298033,-4.31495547294617,168,168
GB-0465,9,27,09,27,airport not found in runway table,,57.5867486461162,-4.31651115417481,57.5868694146639,-4.31327104568481,170,174
GB-0466,5,23,05,23,airport not found in runway table,,51.7049795426079,-0.276117324829102,51.7067447581565,-0.272855758666992,88,88
GB-0467,12,30,12,30,airport not found in runway table,,52.4041731104336,-2.35735058784485,52.4025236064661,-2.35176086425781,111,119
GB-0467,15,33,15,33,airport not found in runway table,,52.4049782030683,-2.35658884048462,52.4011882485601,-2.35313415527344,111,118
GB-0468,5,23,05,23,airport not found in runway table,,55.2193666892686,-1.9284975528717,55.2220472089454,-1.92322969436646,251,248
GB-0469,6,24,06,24,airport not found in runway table,,53.0319941339068,-1.83707714080811,53.034368400527,-1.83128356933594,299,304
GB-0469,13,31,13,31,airport not found in runway table,,53.0348393672268,-1.83855772018433,53.0324973861186,-1.83430910110474,310,300
GB-0470,16,34,16,34,airport not found in runway table,,53.0294261658005,-1.25626087188721,53.0270129106865,-1.25486612319946,127,116
GB-0471,7,25,07,25,airport not found in runway table,,50.5603177178225,-4.90137755870819,50.5625020861961,-4.89276230335236,44,35
GB-0473,16,34,16,34,airport not found in runway table,,51.8786766858181,-2.28334307670593,51.8763916173991,-2.28195905685425,18,15
GB-0474,12,30,12,30,airport not found in runway table,,53.7244306495611,-2.25821614265442,53.7229388607576,-2.25291609764099,301,292
GB-0475,8,26,08,26,airport not found in runway table,,52.6365333911832,-1.39249563217163,52.6368914947116,-1.38787150382996,111,111
GB-0476,13,31,13,31,airport not found in runway table,,53.4296021698869,-0.349341630935669,53.4280999415669,-0.345844030380249,36,29
GB-0477,16,34,16,34,airport not found in runway table,,53.1167672330525,-1.94586753845215,53.1132383523289,-1.94307804107666,431,414
GB-0478,17,35,17,35,airport not found in runway table,,54.2547083812015,-6.22934460639954,54.2512359827811,-6.22870087623596,139,136
GB-0479,18,36,18,36,airport not found in runway table,,53.2850177573751,-3.36804986000061,53.2830421777253,-3.3678138256073,185,193
GB-0480,13,31,13,31,airport not found in runway table,,51.7363375928953,-2.93744802474976,51.7336399808245,-2.93227672576904,43,45
GB-0481,11,29,11,29,airport not found in runway table,,52.4810356470234,-1.34452700614929,52.4801143266648,-1.3403856754303,118,119
GB-0482,6,24,06,24,airport not found in runway table,,56.1459738564273,-4.19104814529419,56.1493745100264,-4.18164968490601,15,12
GB-0482,11,29,11,29,airport not found in runway table,,56.1496075842277,-4.18899893760681,56.1482927881775,-4.18172478675842,13,12
GB-0483,12,30,12,30,airport not found in runway table,,54.8708532680307,-1.59960508346558,54.8683034899335,-1.59278154373169,71,67
GB-0484,7,25,07,25,airport not found in runway table,,53.5660637047798,-1.68827891349792,53.5677713147659,-1.68120861053467,264,241
GB-0486,3,21,03,21,airport not found in runway table,,54.0609369816,-6.56067252159119,54.0641042601921,-6.5578830242157,70,78
GB-0487,16,34,16,34,airport not found in runway table,,54.3279303665925,-6.29182934761047,54.3256717189063,-6.29064917564392,96,116
GB-0488,15,33,15,33,airport not found in runway table,,50.4769738168245,-4.30963397026062,50.4739353902587,-4.30718779563904,162,146
GB-0489,1,19,01,19,airport not found in runway table,,54.3018639132843,-6.58602476119995,54.3034164717765,-6.58559560775757,240,232
GB-0490,11,29,11,29,airport not found in runway table,,51.7826303446919,-1.0750937461853,51.7820728031741,-1.07175707817078,73,70
GB-0490,2,20,02,20,airport not found in runway table,,51.7842763794495,-1.07484698295593,51.7867585924828,-1.0737419128418,72,71
GB-0491,5,23,05,23,airport not found in runway table,,54.8886786869071,-7.26833581924439,54.8900856210181,-7.26531028747559,98,88
GB-0492,5,23,05,23,airport not found in runway table,,52.1655221234319,0.861117839813232,52.1706285928408,0.871642827987671,89,85
GB-0492,17,35,17,35,airport not found in runway table,,52.1732342457205,0.871278047561646,52.1685952879994,0.872844457626343,84,88
GB-0493,5,23,05,23,airport not found in runway table,,54.8037336334374,-6.75647377967835,54.8044571405125,-6.75492882728577,72,71
GB-0494,9,27,09,27,airport not found in runway table,,51.4102153301226,-2.45139956474304,51.4102688661462,-2.44407176971436,27,18
GB-0495,9,27,09,27,airport not found in runway table,,52.1778464035278,-1.18125557899475,52.1779121940455,-1.17684602737427,149,170
GB-0495,8,26,08,26,airport not found in runway table,,52.1776490313908,-1.17610573768616,52.1786293043774,-1.16861701011658,170,165
GB-0495,1,19,01,19,airport not found in runway table,,52.1775240285843,-1.17607355117798,52.1802411156757,-1.17493629455566,170,174
GB-0495,17,35,17,35,airport not found in runway table,,52.1802608517786,-1.17385268211365,52.1781819341508,-1.17314457893372,174,170
GB-0497,3,21,03,21,airport not found in runway table,,53.4587029551061,-0.580140352249146,53.4658441058018,-0.573134422302246,61,54
GB-0497,12,30,12,30,airport not found in runway table,,53.4637491521077,-0.581148862838745,53.4583388392125,-0.566611289978027,62,47
GB-0498,3,21,03,21,airport not found in runway table,,52.3660878910535,-0.635855197906494,52.3706407247636,-0.631316900253296,86,86
GB-0499,12,30,12,30,airport not found in runway table,,53.1984171581276,0.035330057144165,53.1968232167916,0.03994345664978,56,49
GB-0500,9,27,09,27,airport not found in runway table,,53.5615649693189,-0.204352140426636,53.5616350666003,-0.200017690658569,22,23
GB-0501,10,28,10,28,airport not found in runway table,,52.7458464349842,-0.348633527755737,52.7448397419025,-0.336391925811768,9,19
GB-0502,4,22,04,22,airport not found in runway table,,52.2334819027906,-1.42246395349503,52.2358966150092,-1.41892343759537,86,84
GB-0503,4,22,04,22,airport not found in runway table,,52.1991114081856,-1.36737942695618,52.2021493751279,-1.36300206184387,101,103
GB-0505,1,19,01,19,airport not found in runway table,,51.4710787275875,-2.40380644798279,51.475475992121,-2.40233659744263,87,87
GB-0506,5,23,05,23,airport not found in runway table,,51.4245406720455,-1.11461877822876,51.4287283637889,-1.10764503479004,51,51
GB-0507,10,28,10,28,airport not found in runway table,,52.2352444913918,-1.01686835289001,52.234902820785,-1.01132154464722,86,82
GB-0508,15,33,15,33,airport not found in runway table,,52.5861613692854,-2.63999104499817,52.5821783883531,-2.63653635978699,118,112
GB-0508,8,26,08,26,airport not found in runway table,,52.5833713649637,-2.63915419578552,52.5836907903487,-2.63486266136169,115,113
GB-0509,9,27,09,27,airport not found in runway table,,52.0776729473193,-2.90983200073242,52.0776663534551,-2.90587306022644,61,62
GB-0513,5,23,05,23,airport not found in runway table,,51.4703502644244,-1.3666820526123,51.4734645300926,-1.36088848114014,135,133
GB-0514,9,27,09,27,airport not found in runway table,,52.7066721785341,-1.75710439682007,52.7068021894665,-1.75049543380737,59,58
GB-0514,17,35,17,35,airport not found in runway table,,52.707218221847,-1.75008773803711,52.7032917583317,-1.74852132797241,58,56
GB-0517,4,22,04,22,airport not found in runway table,,51.1306228749892,-2.03842520713806,51.1361232851082,-2.0310652256012,165,127
GB-0518,15,33,15,33,airport not found in runway table,,51.9823493722278,-3.20687055587769,51.9795276950232,-3.20381283760071,282,291
GB-0520,11,29,11,29,airport not found in runway table,,51.5015434629555,-1.04080438613892,51.5005616935809,-1.03553652763367,108,104
GB-0521,5,23,05,23,airport not found in runway table,,52.1984998442762,0.441266298294067,52.2008802929817,0.446491241455078,110,107
GB-0522,9,27,09,27,airport not found in runway table,,52.1221560476424,-0.698179006576538,52.122100055634,-0.691516399383545,95,97
GB-0523,6,24,06,24,airport not found in runway table,,50.846848126484,0.279690027236938,50.8494831918689,0.286062955856323,9,0
GB-0524,12,30,12,30,airport not found in runway table,,50.1804021805387,-5.45302748680115,50.1786227005768,-5.44713735580444,24,13
GB-0525,4,22,04,22,airport not found in runway table,,56.2231524666652,-2.97888278961182,56.2249120426632,-2.97646880149841,84,78
GB-0526,16,34,16,34,airport not found in runway table,,51.6038652141053,-1.18502140045166,51.5969678379392,-1.18185639381409,47,46
GB-0529,5,23,05,23,airport not found in runway table,,52.1836290183745,-0.518138408660889,52.1856024349663,-0.514243841171265,38,35
GB-0530,8,26,08,26,airport not found in runway table,,51.9406206638148,0.779256820678711,51.9429421491136,0.804308652877808,70,62
GB-0531,10,28,10,28,airport not found in runway table,,51.2546366367913,-2.33073234558105,51.2534481101167,-2.31918811798096,117,105
GB-0532,6,24,06,24,airport not found in runway table,,53.321177808833,-0.262212753295898,53.3242282135146,-0.252664089202881,47,52
GB-0535,10,28,10,28,airport not found in runway table,,51.5962547161108,-0.897215008735657,51.5956282260132,-0.889222025871277,186,152
GB-0536,4,22,04,22,airport not found in runway table,,52.4191990837835,-0.25094747543335,52.4232819131382,-0.245990753173828,26,29
GB-0537,13,31,13,31,airport not found in runway table,,51.3164580455977,0.761779546737671,51.3134135474604,0.768227577209473,48,56
GB-0538,17,35,17,35,airport not found in runway table,,52.0491057877859,0.557867288589478,52.0479379118919,0.55830717086792,83,83
GB-0539,4,22,04,22,airport not found in runway table,,57.5700442198362,-5.19029974937439,57.5717587323423,-5.18738150596619,159,157
GB-0540,6,24,06,24,airport not found in runway table,,57.831055691189,-3.81238460540771,57.8332719645946,-3.80461692810059,18,18
GB-0541,10,28,10,28,airport not found in runway table,,56.5613330041114,-5.54976403713226,56.5606797157297,-5.54455518722534,19,3
GB-0542,9,27,09,27,airport not found in runway table,,56.6524933652653,-2.83801317214966,56.6528531298945,-2.83064246177673,69,73
GB-0543,2,20,02,20,airport not found in runway table,,52.4078319090233,-0.792442560195923,52.4118176250757,-0.79001784324646,120,122
GB-0544,4,22,04,22,airport not found in runway table,,53.0834631658196,-0.851869583129883,53.0888051475529,-0.845174789428711,13,14
GB-0545,10,28,10,28,airport not found in runway table,,56.1919975833976,-3.33622813224792,56.1912513699393,-3.32292437553406,108,109
GB-0546,7,25,07,25,airport not found in runway table,,54.5718253224711,-7.0461630821228,54.573013193837,-7.04079866409302,153,154
GB-0547,6,24,06,24,no matching runway for airport,07/25,53.278936785074,-2.29884088039398,53.2798733624943,-2.29576975107193,78,78
GB-0548,3,21,03,21,airport not found in runway table,,51.1772175952933,0.525949001312256,51.1797734248756,0.527944564819336,29,28
GB-0550,6,24,06,24,no matching runway for airport,07/25; 17/35,50.1122193209187,-5.63032150268555,50.1140081531355,-5.62530040740967,145,136
GB-0551,11,29,11,29,airport not found in runway table,,52.2639420003178,-0.493483543395996,52.2606718551715,-0.479750633239746,76,64
GB-0552,6,24,06,24,airport not found in runway table,,52.0177539033362,-0.362430810928345,52.0207052177924,-0.354502201080322,46,49
GB-0552,2,20,02,20,airport not found in runway table,,52.0166842513677,-0.356819629669189,52.0215436989081,-0.354169607162476,51,48
GB-0553,8,26,08,26,airport not found in runway table,,52.0182491039199,1.00120425224304,52.0190942335885,1.01305961608887,53,51
GB-0554,8,26,08,26,airport not found in runway table,,53.6883208558051,-2.79917478561401,53.6886766432875,-2.79361724853516,29,11
GB-0554,11,29,11,29,airport not found in runway table,,53.6890197212269,-2.79921770095825,53.6881175473225,-2.79441118240356,29,10
GB-0555,8,26,08,26,airport not found in runway table,,51.3103755538959,-2.31194615364075,51.3111535140123,-2.30735421180725,111,111
GB-0555,16,34,16,34,airport not found in runway table,,51.3127161009433,-2.31034755706787,51.3093829649423,-2.30823397636414,113,106
GB-0556,10,28,10,28,airport not found in runway table,,51.9948102043872,0.552138090133667,51.9940042533233,0.560356378555298,75,77
GB-0557,6,24,06,24,airport not found in runway table,,52.8289903132535,-0.71587085723877,52.8332619520869,-0.701236724853516,151,142
GB-0557,1,19,01,19,airport not found in runway table,,52.8238041477655,-0.714508295059204,52.8337740019919,-0.712662935256958,151,148
GB-0558,16,34,16,34,airport not found in runway table,,54.4598112079193,-6.43873929977417,54.45756604526,-6.43733382225037,11,12
GB-0558,11,29,11,29,airport not found in runway table,,54.4577656202611,-6.43765568733215,54.4566242875943,-6.43259167671204,13,11
GB-0559,16,34,16,34,airport not found in runway table,,54.0949898725203,-6.04685783386231,54.0915417938856,-6.04417562484741,186,161
GB-0560,7,25,07,25,airport not found in runway table,,52.3079932019366,1.22147798538208,52.3104596139031,1.23022198677063,55,54
GB-0561,8,26,08,26,airport not found in runway table,,53.1570454841024,-4.23756837844849,53.1575794417574,-4.2326545715332,60,59
GB-0561,1,19,01,19,airport not found in runway table,,53.1561448175872,-4.23595905303955,53.1591555430878,-4.234778881073,66,61
GB-0564,0,18,00,18,airport not found in runway table,,51.1413134017324,1.20813131332397,51.1479028646759,1.20880722999573,135,141
GB-0564,5,23,05,23,airport not found in runway table,,51.1428009929408,1.2054705619812,51.147674032905,1.21397852897644,142,141
GB-0569,1,19,01,19,airport not found in runway table,,51.3389636266474,-1.54252767562866,51.3470460449521,-1.54069304466248,198,220
GB-0577,8,26,08,26,no matching runway for airport,09/27,56.649786173777,-3.03359985351562,56.6507593695648,-3.02533864974976,76,72
GB-0581,36,18,36,18,airport not found in runway table,,51.1421480741956,-0.665595531463623,51.147169252928,-0.665638446807861,118,109
GB-0584,2,20,02,20,airport not found in runway table,,52.2764556293524,1.50808811187744,52.2808404724604,1.51025533676147,24,32
GB-0585,5,23,05,23,airport not found in runway table,,50.6305024685429,-1.36578887701035,50.6321731903411,-1.36255413293839,47,49
GB-0587,4,22,04,22,airport not found in runway table,,51.3810891362964,-2.57105827331543,51.3845911510039,-2.56580114364624,101,112
GB-0591,4,22,04,22,airport not found in runway table,,51.2872252068743,-2.72331118583679,51.2906337566511,-2.71912693977356,250,258
GB-0592,12,30,12,30,airport not found in runway table,,53.4776071386819,-1.42673134803772,53.4736162470382,-1.41558408737183,117,122
GB-0593,10,28,10,28,airport not found in runway table,,52.4660372891997,1.32203936576843,52.4647626833032,1.33344411849976,52,50
GB-0594,11,29,11,29,airport not found in runway table,,50.9356469400586,0.028163194656372,50.9343284803656,0.035136938095093,28,30
GB-0596,10,28,10,28,airport not found in runway table,,52.8998684415562,-1.80454730987549,52.8994089456327,-1.79916143417358,86,86
GB-0597,7,25,07,25,airport not found in runway table,,52.033307185915,0.636080503463745,52.0348054550579,0.642828941345215,58,63
GB-0599,3,21,03,21,airport not found in runway table,,50.7948547664822,-2.26776480674744,50.7986184503151,-2.26399898529053,122,133
GB-0600,17,35,17,35,airport not found in runway table,,50.6832512391988,-1.49259030818939,50.6800629316302,-1.49200558662415,19,18
GB-0601,7,25,07,25,airport not found in runway table,,53.3158198475852,-0.0758957862854,53.3175247264007,-0.068771839141846,129,133
GB-0602,1,19,01,19,airport not found in runway table,,53.0436577525326,-0.998371839523315,53.0459668780166,-0.997567176818848,66,77
GB-0602,11,29,11,29,airport not found in runway table,,53.0460636263843,-0.99900484085083,53.0450316325993,-0.995206832885742,82,77
GB-0606,5,23,05,23,airport not found in runway table,,52.3442867466592,1.06240153312683,52.3462464717862,1.06672525405884,47,42
GB-0611,5,23,05,23,airport not found in runway table,,53.9640137825272,-2.83362507820129,53.9671442691401,-2.82738089561462,16,13
GB-0614,6,24,06,24,airport not found in runway table,,50.90579665052,0.098898410797119,50.9092131404987,0.109723806381226,19,33
GB-0615,5,23,05,23,no matching runway for airport,04/22,51.8662630612005,-0.550346374511719,51.8709732229447,-0.54282546043396,137,147
GB-0619,4,22,04,22,airport not found in runway table,,51.3396807810823,-1.87827587127686,51.3430988396207,-1.87297582626343,108,112
GB-0620,10,28,10,28,airport not found in runway table,,50.8985467725119,-0.25642454624176,50.8978362710967,-0.250244736671448,22,30
GB-0621,8,26,08,26,airport not found in runway table,,51.2272591560187,-0.73159396648407,51.2279982126696,-0.725070834159851,84,94
GB-0624,6,24,06,24,airport not found in runway table,,51.0353762093579,-0.513825416564941,51.0367120418421,-0.509415864944458,31,29
GB-0626,6,24,06,24,airport not found in runway table,,53.3244076422934,0.068846940994263,53.3268362647517,0.074865818023682,19,19
GB-0627,7,25,07,25,airport not found in runway table,,53.3570319066867,0.027819871902466,53.3587159298867,0.036628246307373,24,22
GB-0628,4,22,04,22,airport not found in runway table,,53.3622886560829,0.11560320854187,53.3665204764214,0.122308731079102,16,9
GB-0629,8,26,08,26,airport not found in runway table,,52.3422155046154,-0.785629749298096,52.343002063654,-0.779868364334106,135,138
GB-0630,7,25,07,25,airport not found in runway table,,52.035802073244,-0.621317625045776,52.0371946614445,-0.615234375,81,83
GB-0632,6,24,06,24,airport not found in runway table,,52.1329743597676,1.26304149627686,52.1349697797132,1.26889944076538,52,52
GB-0634,9,27,09,27,airport not found in runway table,,52.538713664564,0.379307270050049,52.538341706704,0.38827657699585,6,3
GB-0638,14,32,14,32,airport not found in runway table,,52.2620180284615,-2.39516973495483,52.2582486402674,-2.38892555236816,35,39
GB-0649,14,32,14,32,airport not found in runway table,,50.9923863866066,-0.99475622177124,50.9902726547311,-0.991870164871216,113,106
GB-0651,2,20,02,20,airport not found in runway table,,54.8399549051641,-4.15970921516418,54.844199196522,-4.15764927864075,75,81
GB-0652,9,27,09,27,airport not found in runway table,,50.9765884708968,-1.52583360671997,50.977068093418,-1.51652097702026,57,42
GB-0653,5,23,05,23,airport not found in runway table,,50.9046228084663,-0.867683887481689,50.9079514362728,-0.861525535583496,64,89
GB-0654,3,21,03,21,airport not found in runway table,,52.8331258365396,-3.42113614082336,52.8349730825814,-3.41941952705383,225,238
GB-0660,4,22,04,22,airport not found in runway table,,53.9392077279916,-1.55508041381836,53.9423148174048,-1.54990911483765,85,89
GB-0661,5,23,05,23,airport not found in runway table,,51.6731872302808,-0.491670370101929,51.675336242707,-0.487657785415649,116,117
GB-0662,8,26,08,26,airport not found in runway table,,52.0740923357239,-2.48110771179199,52.07543757155,-2.47156977653503,69,64
GB-0667,9,27,09,27,airport not found in runway table,,54.2874373450827,-1.83881521224976,54.2876878494485,-1.82536125183105,173,145
GB-0668,10,28,10,28,airport not found in runway table,,50.9157173089328,-2.74230122566223,50.9151491182845,-2.73247361183166,28,31
GB-0669,1,19,01,19,airport not found in runway table,,51.6541393975675,-2.40833401679993,51.6581529354691,-2.40738183259964,47,54
GB-0678,4,22,04,22,airport not found in runway table,,51.7732706991999,-0.834735631942749,51.7763111373639,-0.831270217895508,84,80
GB-0679,2,20,02,20,airport not found in runway table,,51.0944196303599,-1.49731636047363,51.0991562902378,-1.49474143981934,33,34
GB-0680,10,28,10,28,airport not found in runway table,,52.4693314842436,-0.318914651870728,52.4686125341353,-0.311468839645386,57,52
GB-0681,5,23,05,23,airport not found in runway table,,52.5388050221528,-0.870698690414429,52.5412716051918,-0.865044593811035,71,75
GB-0685,7,25,07,25,airport not found in runway table,,55.3150984127989,-1.78738117218018,55.3164415741056,-1.78033232688904,127,117
GB-0685,3,21,03,21,airport not found in runway table,,55.3143657601811,-1.78834676742554,55.3180594125407,-1.78431272506714,135,120
GB-0686,6,24,06,24,airport not found in runway table,,53.0428385637674,-0.337518453598022,53.0458443297723,-0.327937602996826,10,19
GB-0687,1,19,01,19,airport not found in runway table,,52.4724881898183,-1.20835661888123,52.4773829231434,-1.20685458183289,131,134
