airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft,name
2508,EGXZ,5948,148,ASP,1,0,2,54.1977,-1.38706,80,22,1247,20,54.2132,-1.37647,92,202,0,RAF Topcliffe
2508,EGXZ,4088,148,ASP,1,0,13,54.2092,-1.38888,87,126,0,31,54.2026,-1.37322,83,306,1037,RAF Topcliffe
2509,EGYD,4803,147,ASP,1,0,1,53.0211,-0.485414,177,8,0,19,53.034,-0.482331,181,188,0,RAF Cranwell
2509,EGYD,6831,147,ASP,1,0,8,53.0287,-0.505703,218,83,0,26,53.0308,-0.478742,181,263,0,RAF Cranwell
2509,EGYD,2354,131,GRS,0,0,08R,53.0296,-0.499189,210,89,0,26L,53.0296,-0.488494,194,264,0,RAF Cranwell
2510,EGYE,5722,151,ASP,1,0,6,52.9586,-0.571861,366,58,219,24,52.9674,-0.548875,323,238,0,RAF Barkston Heath
2510,EGYE,4193,151,ASP,1,0,10,52.9603,-0.572261,367,103,0,28,52.9577,-0.553672,341,283,504,RAF Barkston Heath
2510,EGYE,2608,75,ASP,0,0,18,52.965,-0.556167,367,178,0,36,52.9582,-0.555667,367,358,0,RAF Barkston Heath
2511,EGYM,6086,300,CON,1,0,1,52.6392,0.555731,53,9,0,19,52.6549,0.559678,74,189,0,RAF Marham
2511,EGYM,9140,200,ASP,1,0,6,52.6412,0.533536,55,55,0,24,52.6553,0.567403,57,235,0,RAF Marham
2530,EICK,4298,148,PEM,1,0,7,51.8416,-8.496,471,63,0,25,51.847,-8.47912,502,243,0,Cork AP
2530,EICK,6998,148,ASP,1,0,16,51.8503,-8.49644,477,160,0,34,51.8323,-8.48579,460,340,0,Cork AP
2531,EICM,4003,98,ASP,1,0,8,53.2988,-8.95053,65,75,0,26,53.3015,-8.93291,81,255,249,Galway AP
2532,EIDL,4908,98,BIT,1,0,3,55.0379,-8.34508,10,20,656,21,55.0505,-8.33699,30,200,656,Donegal AP
2533,EIDW,8652,148,ASP,1,0,10R,53.4224223770028,-6.28985542327881,242,95,0,28L,53.4202808187552,-6.25081603439332,202,275,0,Dublin AP
2533,EIDW,6798,200,ASP,1,1,16,53.4362841756084,-6.26144355819702,217,157,0,34,53.420031072841,-6.24967046627045,202,337,0,Dublin AP
2534,EIKN,7546,148,ASP,1,0,8,53.9083,-8.83565,592,79,502,26,53.9123,-8.80133,665,259,0,Ireland West Knock AP
2535,EIKY,6562,148,ASP,1,0,8,52.178,-9.53763,82,71,0,26,52.1838,-9.50994,112,251,0,Kerry AP
2536,EIME,4800,150,ASP,1,0,4,53.2936,-6.45381,319,41,0,22,53.3035,-6.43945,306,221,0,Casement Air Base
2536,EIME,6001,150,ASP,1,0,10,53.3047,-6.46882,283,108,0,28,53.3016,-6.44463,315,288,601,Casement Air Base
2537,EINN,10495,148,ASP,1,0,6,52.6932,-8.94352,46,52,0,24,52.7108,-8.9061,15,232,459,Shannon AP
2538,EISG,3517,98,ASP,1,0,10,54.2811,-8.60782,11,100,98,28,54.2793,-8.5906,11,280,98,Sligo AP
2539,EIWF,4701,98,ASP,1,0,3,52.1812,-7.09072,86,21,295,21,52.1932,-7.0832,113,201,470,Waterford AP
27310,EIWT,3038,23,ASPH,0,0,7,53.3512,-6.49207,154,67,50,25,53.3534,-6.48466,152,247,50,Weston AP
2559,EKVG,5902,98,ASP,1,0,12,62.0662,-7.28761,268,118,0,30,62.061,-7.26648,252,298,0,Vágar AP
320641,GB-0425,1837,0,GRS,0,0,9,52.938,0.768143,100,90,0,27,52.938,0.77634,142,270,0,Burnham Airstrip
4172,LFOE,9826,148,ASP,1,0,4,49.0183,1.20671,448,40,0,22,49.039,1.23302,454,220,0,Évreux-Fauville (BA 105) Air Base
4173,LFOH,7546,130,ASP,1,0,5,49.5265,0.077586,310,44,0,23,49.5416,0.099325,300,224,0,Le Havre Octeville AP
4177,LFOP,5577,148,ASP,1,0,4,49.3795,1.16845,499,41,0,22,49.391,1.18394,512,221,0,Rouen AP
4207,LFRC,8005,148,ASP,1,0,10,49.6522,-1.48686,452,101,0,28,49.6481,-1.45366,428,281,0,Cherbourg-Maupertus AP
4211,LFRG,8366,148,ASP,1,0,12,49.3705,0.138714,472,117,1476,30,49.3601,0.169933,466,297,1378,Deauville-Saint-Gatien AP
4215,LFRK,3871,98,ASP,0,0,5,49.1709,-0.454469,256,52,0,23,49.1775,-0.441708,214,232,0,Caen-Carpiquet AP
4215,LFRK,6233,148,ASP,1,0,13,49.181,-0.466417,232,125,984,31,49.1711,-0.445169,233,305,0,Caen-Carpiquet AP
314749,Cark,1279,0,ASP,0,0,6,54.1633510742746,-2.96359419822693,26,56,0,24,54.1653296930884,-2.95864820480347,19,236,0,Cark airfield
307538,EG03,4262,0,GRS,0,0,7,51.5467487140883,-2.31165647506714,159,71,0,25,51.5504915546071,-2.29385733604431,143,251,0,Badminton Airfield
307747,EG19,1501,0,GRS,0,0,31,54.3074478421682,-0.970369577407837,210,313,0,13,54.3102457817285,-0.97554087638855,235,133,0,Boon Hill Farm Airstrip
307747,EG19,2043,0,GRS,0,0,2,54.304280370098,-0.977375507354736,204,15,0,20,54.3096887127308,-0.974875688552856,231,195,0,Boon Hill Farm Airstrip
35134,EG34,2616,0,GRS,0,0,7,52.0003589818302,-2.47961640357971,47,66,0,25,52.0033180485952,-2.4690055847168,40,246,0,Ledbury Airfield
308207,EG3L,2293,0,GRS,0,0,36,55.5877075817675,-2.08733797073364,43,356,0,18,55.5939826343594,-2.08804607391357,41,176,0,Milfield Glider Field
308207,EG3L,2346,0,GRS,0,0,29,55.591254473909,-2.08305716514587,41,291,0,11,55.5935825160288,-2.09366798400879,41,111,0,Milfield Glider Field
28473,EG64,1900,0,ASP,0,0,5,53.9503530215674,-1.17863774299622,16,49,0,23,53.9537686314316,-1.1719536781311,15,229,0,Rufforth West
28473,EG64,3940,0,ASP,0,0,35,53.9419422314953,-1.18548274040222,19,350,0,17,53.9525690960696,-1.18876576423645,18,170,0,Rufforth West
29105,EGAD,2269,0,ASP,0,0,3,54.5780130686115,-5.69504857063293,3,31,0,21,54.5833667319768,-5.68957686424255,-2,211,0,Newtownards AP
29105,EGAD,1300,0,ASP,0,0,8,54.5804257240727,-5.69510221481323,3,77,0,26,54.5812216203122,-5.68910479545593,3,257,0,Newtownards AP
29105,EGAD,1551,0,ASP,0,0,15,54.5846910488795,-5.69234490394592,6,150,0,33,54.5810226477097,-5.68863272666931,3,330,0,Newtownards AP
29108,EGBD,1420,0,GRS,0,0,5,52.8579371873507,-1.61836981773376,48,48,0,23,52.8605412652048,-1.61357402801514,51,228,0,Derby Airfield
29108,EGBD,1658,0,GRS,0,0,17,52.8617655164618,-1.61809086799622,51,171,0,35,52.8572699482252,-1.61697506904602,48,351,0,Derby Airfield
29108,EGBD,1052,0,GRS,0,0,10,52.8606449068611,-1.61888480186462,50,97,0,28,52.8602821599812,-1.61414265632629,49,277,0,Derby Airfield
2388,EGAE,5785,0,ASP,0,0,7,55.0404606380166,-7.1746838092804,13,73,0,25,55.0450772194197,-7.14820504188538,0,253,0,City of Derry AP
307357,EGBF,3087,0,CON,0,0,8,52.2318802354929,-0.452520847320557,84,81,0,26,52.2332601369193,-0.438884496688843,82,261,0,Bedford Aerodrome
29109,EGBK,2747,0,CON,0,0,2,52.3025154392412,-0.795081853866577,119,24,0,20,52.3093707362,-0.789985656738281,128,204,0,Sywell Aerodrome
29109,EGBK,2040,0,GRS,0,0,2,52.3025351210388,-0.793300867080689,117,24,0,20,52.3076258522269,-0.78951358795166,123,204,0,Sywell Aerodrome
29109,EGBK,1894,0,GRS,0,0,5,52.3028434680595,-0.793719291687012,117,52,0,23,52.306031781568,-0.78701376914978,116,232,0,Sywell Aerodrome
29109,EGBK,2987,0,GRS,0,0,31,52.3049821563807,-0.785994529724121,116,314,0,13,52.3106695149594,-0.795629024505615,128,134,0,Sywell Aerodrome
29110,EGBL,1363,0,ASP,0,0,4,52.1361880614781,-1.75897121429443,47,39,0,22,52.1390722930518,-1.75509810447693,45,219,0,Long Marston Airfield
29111,EGBM,3765,0,ASP,0,0,7,52.8125480393957,-1.77298307418823,126,73,0,25,52.8155114796626,-1.75662159919739,135,253,0,Tatenhill Airfield
29111,EGBM,1653,0,ASP,0,0,3,52.811166760791,-1.77129864692688,125,28,0,21,52.8151742931446,-1.7677903175354,132,208,0,Tatenhill Airfield
307540,EGBR,2282,0,GRS,0,0,10,53.8034070754138,-0.922701358795166,26,100,0,28,53.8022982613579,-0.912272930145264,19,280,0,Breighton Airfield
29112,EGBS,2607,0,ASP,0,0,8,52.241210161926,-2.8869903087616,95,83,0,26,52.2421299076187,-2.87541389465332,93,263,0,Shobdon Aerodrome
29112,EGBS,2670,0,GRS,0,0,8,52.2416766067668,-2.8879451751709,100,83,0,26,52.2425766343627,-2.87607908248901,93,263,0,Shobdon Aerodrome
314577,EGCA,2031,0,GRS,0,0,10,53.3053262934052,-1.43316864967346,221,102,0,28,53.3041851161446,-1.42404913902283,220,282,0,Coal Aston Airfield
29114,EGCB,1884,0,GRS,0,0,8,53.4712279179741,-2.39413976669312,26,83,0,26,53.4718601358066,-2.38552451133728,22,263,0,City AP Manchester
29114,EGCB,1920,0,GRS,0,0,8,53.4714642025086,-2.39494442939758,26,83,0,26,53.4721091887306,-2.38616824150085,22,263,0,City AP Manchester
29114,EGCB,1556,0,GRS,0,0,1,53.4695994347318,-2.38973021507263,23,14,0,19,53.4737375756759,-2.38798141479492,24,194,0,City AP Manchester
29114,EGCB,1240,0,GRS,0,0,13,53.4736226327647,-2.38898992538452,24,134,0,31,53.4712534623115,-2.38489151000977,25,314,0,City AP Manchester
29115,EGCF,2189,0,ASP,0,0,4,53.5569255455469,-0.863027572631836,13,44,0,22,53.5612144811692,-0.855957269668579,9,224,0,Sandtoft Airfield
307765,EGCG,2011,0,ASP,0,0,8,53.3101791616636,0.167402029037476,29,77,0,26,53.3113906900145,0.176403522491455,26,257,0,Strubby Airfield
29116,EGCJ,1939,0,ASP,0,0,10,53.7850865575217,-1.22364764707527,26,103,0,28,53.7838351883102,-1.21480076764783,26,283,0,Sherburn-In-Elmet Airfield
29116,EGCJ,1934,0,GRS,0,0,10,53.7856878863491,-1.2230122089386,19,103,0,28,53.7844522842457,-1.21412862217767,26,283,0,Sherburn-In-Elmet Airfield
29116,EGCJ,1603,0,GRS,0,0,1,53.7846102979594,-1.21378540992737,26,8,0,19,53.7889648527401,-1.21275544166565,26,188,0,Sherburn-In-Elmet Airfield
29116,EGCJ,2162,0,GRS,0,0,6,53.786646093396,-1.22235706547144,22,58,0,24,53.7896176800713,-1.21413946151733,26,238,0,Sherburn-In-Elmet Airfield
29117,EGCL,2038,0,GRS,0,0,0,52.7365774852687,-0.029987096786499,6,1,0,18,52.7421637736758,-0.029804706573486,6,181,0,Fenland Airfield
29117,EGCL,2125,0,GRS,0,0,8,52.7359083817851,-0.036617517471314,6,80,0,26,52.7369282732825,-0.027143955230713,9,260,0,Fenland Airfield
29120,EGCS,2601,0,ASP,0,0,9,53.3809413599284,-0.691334009170532,17,86,0,27,53.3814085328141,-0.67940354347229,17,266,0,Sturgate Airfield
29122,EGCV,2569,0,ASP,0,0,5,52.8315766819272,-2.77565717697144,83,45,0,23,52.836522116068,-2.76735305786133,84,225,0,Sleap AP
29122,EGCV,2468,0,ASP,0,0,18,52.8364054543818,-2.77033567428589,83,179,0,36,52.8296385404136,-2.7701210975647,83,359,0,Sleap AP
29701,EGDD,2417,0,GRS,0,0,5,51.9140506164068,-1.13639831542969,78,51,0,23,51.9182330014672,-1.1280620098114,78,231,0,Bicester Airfield
29701,EGDD,2396,0,GRS,0,0,12,51.9203769845239,-1.13414525985718,81,117,0,30,51.9174389076849,-1.12461805343628,77,297,0,Bicester Airfield
29701,EGDD,3287,0,GRS,0,0,6,51.9131174678507,-1.13643050193787,78,57,0,24,51.9180344793383,-1.1241888999939,77,237,0,Bicester Airfield
29123,EGDJ,3378,0,GRS,0,0,4,51.2829507426261,-1.78678035736084,152,43,0,22,51.2897078370562,-1.77665233612061,176,223,0,Upavon Aerodrome
29124,EGDN,3567,0,GRS,0,0,11,51.2496271580386,-1.7622971534729,122,108,0,29,51.2465647950227,-1.74745917320251,135,288,0,Netheravon Airfield
29124,EGDN,2127,0,GRS,0,0,4,51.2466923975532,-1.75666451454163,129,40,0,22,51.2511515478136,-1.75065636634827,137,220,0,Netheravon Airfield
29125,EGDP,658,0,ASP,0,0,2,50.5670885894988,-2.44994044303894,0,23,0,20,50.5687445278047,-2.44881391525269,0,203,0,RNAS Portland Heliport
307906,EGDV,2973,0,ASP,0,0,13,51.5303659947245,-2.14870691299438,106,129,0,31,51.525259787402,-2.13849306106567,101,309,0,Hullavington Airfield
307906,EGDV,3602,0,ASP,0,0,4,51.5261208742689,-2.14270949363708,102,44,0,22,51.5332492470361,-2.13172316551208,92,224,0,Hullavington Airfield
30133,EGDW,5604,0,ASP,0,0,9,50.962440756472,-2.95107364654541,41,85,0,27,50.9638530189828,-2.92678356170654,31,265,0,Merryfield RNAS Air Base
30133,EGDW,2020,0,ASP,0,0,16,50.9655084873624,-2.93771624565125,36,162,0,34,50.960251326855,-2.93494820594788,32,342,0,Merryfield RNAS Air Base
30133,EGDW,3895,0,ASP,0,0,2,50.9614406594474,-2.94196486473083,37,24,0,20,50.9711906871566,-2.93504476547241,34,204,0,Merryfield RNAS Air Base
44410,EGEA,649,0,GRS,0,0,10,57.119899375925,-2.32252478599548,92,98,0,28,57.1196663951659,-2.31927394866943,89,278,0,Culter Heliport
29126,EGED,1536,0,ASP,0,0,7,59.1894384223135,-2.77617216110229,26,65,0,25,59.1912518306557,-2.76874780654907,19,245,0,Eday AP
29126,EGED,1251,0,GRS,0,0,36,59.1896142721848,-2.77038931846619,13,359,0,18,59.1930431637921,-2.77056097984314,9,179,0,Eday AP
29127,EGEF,1634,0,CON,0,0,6,59.5335727460182,-1.63234949111938,70,58,0,24,59.5359172519864,-1.62481784820557,59,238,0,Fair Isle AP
29128,EGEH,1425,0,CON,0,0,1,60.3745501464799,-0.928076505661011,191,11,0,19,60.3783897008757,-0.92659592628479,183,191,0,Whalsay AP
44408,EGEL,1536,0,ASP,0,0,2,56.5999338353112,-6.61894083023071,19,17,0,20,56.6041534566206,-6.61655366420746,16,197,0,Coll AP
29129,EGEN,1603,0,ASP,0,0,10,59.3677669801789,-2.43896484375,12,95,0,28,59.3673897815607,-2.43037104606628,15,275,0,North Ronaldsay AP
29129,EGEN,924,0,ASP,0,0,3,59.3661761575554,-2.43270993232727,17,26,0,21,59.3684503003293,-2.43051052093506,15,206,0,North Ronaldsay AP
29130,EGEP,1564,0,ASP,0,0,3,59.349093349023,-2.90228962898254,24,28,0,21,59.352872649352,-2.89830923080444,26,208,0,Papa Westray AP
29131,EGER,1520,0,ASP,0,0,2,59.1531775455128,-2.64300584793091,14,20,0,20,59.1571051434688,-2.64029145240784,0,200,0,Stronsay AP
29131,EGER,1120,0,GRS,0,0,10,59.1553999392305,-2.64510869979858,16,96,0,28,59.1550588881846,-2.63915419578552,10,276,0,Stronsay AP
29132,EGES,1499,0,ASP,0,0,2,59.2481439135646,-2.57649779319763,12,21,0,20,59.251983812155,-2.57362246513367,14,201,0,Sanday AP
29132,EGES,1355,0,GRS,0,0,10,59.2513255745456,-2.57998466491699,18,102,0,28,59.2505411581279,-2.57288217544556,12,282,0,Sanday AP
29132,EGES,1274,0,GRS,0,0,16,59.2520386647153,-2.57651925086975,16,159,0,34,59.2487802695184,-2.57405161857605,13,339,0,Sanday AP
29133,EGET,2362,0,ASP,0,0,1,60.1889559977569,-1.24504923820496,56,13,0,19,60.1952598809144,-1.2420666217804,42,193,0,Lerwick / Tingwall AP
29134,EGEW,1583,0,ASP,0,0,8,59.3497661061984,-2.95415282249451,19,83,0,26,59.3502857062751,-2.94569849967957,3,263,0,Westray AP
29134,EGEW,929,0,GRS,0,0,1,59.3494379336318,-2.95069813728333,22,7,0,19,59.3519647805747,-2.95007586479187,29,187,0,Westray AP
29134,EGEW,1494,0,GRS,0,0,13,59.3519046197378,-2.95163154602051,29,128,0,31,59.3493722987378,-2.94531226158142,9,308,0,Westray AP
44409,EGEY,1584,0,ASP,0,0,10,56.0579064796955,-6.24692380428314,22,100,0,28,56.0571816228052,-6.23923122882843,10,280,0,Colonsay Airstrip
29135,EGFC,909,0,GRS,0,0,2,51.4663201158476,-3.13817381858826,10,18,0,20,51.4686928003114,-3.13694000244141,10,198,0,Cardiff Heliport
29136,EGFP,2327,0,ASP,0,0,3,51.7113353258123,-4.31490182876587,9,32,0,21,51.7167264041534,-4.30939793586731,13,212,0,Pembrey AP
29137,EGHA,2579,0,GRS,0,0,8,50.9665152535693,-2.15912461280823,248,77,0,26,50.9680692793758,-2.14817047119141,245,257,0,Compton Abbas Aerodrome
29139,EGHC,2014,0,ASP,0,0,6,50.1015124514104,-5.67839741706848,106,64,0,24,50.1039072546991,-5.67064046859741,118,244,0,Land's End AP
29139,EGHC,2197,0,ASP,0,0,16,50.1051114927209,-5.67205667495728,114,158,0,34,50.0995166905459,-5.66858053207397,117,338,0,Land's End AP
29139,EGHC,1407,0,GRS,0,0,2,50.1010100780576,-5.67422389984131,113,19,0,20,50.1046504451693,-5.67222833633423,114,199,0,Land's End AP
29139,EGHC,1102,0,GRS,0,0,11,50.1024139575046,-5.6744384765625,118,112,0,29,50.1012991154247,-5.6700611114502,117,292,0,Land's End AP
29141,EGHF,3332,0,ASP,0,0,5,50.8128973475146,-1.21109247207642,22,45,0,23,50.8193234609713,-1.20081424713135,26,225,0,Solent AP
29141,EGHF,2167,0,ASP,0,0,17,50.8184626299759,-1.19962334632874,13,167,0,35,50.8126668586661,-1.19755268096924,19,347,0,Solent AP
29142,EGHG,3375,0,GRS,0,0,9,50.9401632263277,-2.66619086265564,61,92,0,27,50.9399063236059,-2.65151381492615,50,272,0,Yeovil/Westland Aerodrome
29143,EGHJ,2227,0,ASP,0,0,12,50.6795326590425,-1.1139965057373,13,118,0,30,50.6766636444754,-1.10548853874207,29,298,0,Bembridge AP
29145,EGHN,2495,0,GRS,0,0,5,50.6509298563408,-1.18542909622192,18,45,0,23,50.655759416812,-1.17779016494751,22,225,0,Isle of Wight / Sandown AP
29146,EGHO,2416,0,ASP,0,0,7,51.2099147930702,-1.60189032554626,91,67,0,25,51.2124889723413,-1.59214854240417,91,247,0,Thruxton Aerodrome
29146,EGHO,2394,0,GRS,0,0,12,51.2119042497334,-1.60364985466003,98,123,0,30,51.2083688721333,-1.59482002258301,87,303,0,Thruxton Aerodrome
29146,EGHO,2406,0,GRS,0,0,12,51.2119244127055,-1.60369277000427,98,123,0,30,51.2083621506246,-1.59483075141907,87,303,0,Thruxton Aerodrome
29147,EGHP,1823,0,GRS,0,0,8,51.19242941865,-1.24187350273132,167,76,0,26,51.193673311208,-1.23414874076843,169,256,0,Popham Airfield
29147,EGHP,1412,0,GRS,0,0,3,51.1949104467154,-1.23246431350708,163,32,0,21,51.198211553341,-1.22923493385315,151,212,0,Popham Airfield
29148,EGHR,2300,0,GRS,0,0,6,50.8589790306401,-0.762670040130615,31,57,0,24,50.8623921835621,-0.754269361495972,30,237,0,Goodwood Aerodrome
29148,EGHR,3646,0,GRS,0,0,14,50.863678823191,-0.76530933380127,32,139,0,32,50.8561074545196,-0.754966735839844,26,319,0,Goodwood Aerodrome
29148,EGHR,2109,0,GRS,0,0,10,50.8629271590885,-0.763345956802368,33,102,0,28,50.8616879026235,-0.754398107528687,30,282,0,Goodwood Aerodrome
29149,EGHS,2256,0,ASP,0,0,6,50.9839916693785,-2.36079454421997,55,63,0,24,50.986801333475,-2.35203981399536,52,243,0,Henstridge Airfield
35157,EGHT,1145,0,GRS,0,0,7,49.9450202945278,-6.33420825004578,16,74,0,25,49.9458902216996,-6.32951974868774,22,254,0,Tresco Heliport
29150,EGHU,1954,0,GRS,0,0,7,50.9275597988262,-3.99330496788025,190,69,0,25,50.9294938083504,-3.98537635803223,200,249,0,Eaglescott Airfield
29150,EGHU,965,0,GRS,0,0,15,50.9291692249546,-3.98882031440735,195,154,0,33,50.9267888775108,-3.98698568344116,191,334,0,Eaglescott Airfield
29151,EGHY,1713,0,GRS,0,0,13,50.2803586559996,-5.14546394348145,123,133,0,31,50.2771567661621,-5.1400887966156,117,313,0,Truro AP
29152,EGKE,2116,0,GRS,0,0,3,51.2065136985069,0.824800729751587,186,31,0,21,51.2114741042242,0.829607248306274,180,211,0,Challock Airfield
29152,EGKE,2140,0,GRS,0,0,3,51.2065136985069,0.824800729751587,186,29,0,21,51.2116690144059,0.829274654388428,180,209,0,Challock Airfield
29152,EGKE,2533,0,GRS,0,0,18,51.2117967137328,0.829263925552368,180,179,0,36,51.2048533891794,0.829381942749023,186,359,0,Challock Airfield
29154,EGKH,3762,0,GRS,0,0,11,51.157815575327,0.634567737579346,21,105,0,29,51.1552046945115,0.650478601455689,20,285,0,Headcorn Aerodrome
29154,EGKH,1043,0,GRS,0,0,21,51.1584750012343,0.649631023406982,21,207,0,3,51.1559179910518,0.647581815719605,20,27,0,Headcorn Aerodrome
29822,EGKL,1295,0,GRS,0,0,6,50.8806591388232,0.153229236602783,19,58,0,24,50.8825612529316,0.157982110977173,20,238,0,Deanland Lewes Airfield
29156,EGLA,1620,0,GRS,0,0,2,50.4987833023378,-4.66696858406067,190,23,0,20,50.5028846816584,-4.66428637504578,190,203,0,Bodmin Airfield
29156,EGLA,2039,0,GRS,0,0,13,50.5015881110554,-4.66942548751831,193,130,0,31,50.4980121213561,-4.66266632080078,190,310,0,Bodmin Airfield
29157,EGLD,2112,0,ASP,0,0,6,51.5867964621244,-0.517408847808838,77,59,0,24,51.5897427961058,-0.509383678436279,73,239,0,Denham Aerodrome
29157,EGLD,2213,0,GRS,0,0,6,51.5872097603131,-0.517634153366089,77,59,0,24,51.5903493705591,-0.509276390075684,73,239,0,Denham Aerodrome
29157,EGLD,797,0,GRS,0,0,12,51.5892095371492,-0.515059232711792,76,117,0,30,51.5882163256566,-0.511926412582397,74,297,0,Denham Aerodrome
302294,EGLP,1699,0,GRS,0,0,6,51.3826225562122,-1.17465734481812,61,63,0,24,51.3847652403454,-1.1680269241333,59,243,0,Brimpton Airfield
29162,EGMA,2245,0,GRS,0,0,7,52.0758661920968,0.056133270263672,37,65,0,25,52.0784378289581,0.065231323242188,38,245,0,Fowlmere Airfield
29163,EGMF,1759,0,GRS,0,0,6,51.3314898076311,0.598078966140747,129,55,0,24,51.3342515759583,0.604408979415894,123,235,0,Farthing Corner/Stoneacre Farm Airfield
29164,EGMJ,1935,0,GRS,0,0,10,52.1670422806136,-0.158110857009888,69,101,0,28,52.1660485906719,-0.149613618850708,74,281,0,Little Gransden Airfield
29164,EGMJ,1300,0,GRS,0,0,2,52.1633767050209,-0.151158571243286,76,24,0,20,52.1666342781571,-0.148798227310181,74,204,0,Little Gransden Airfield
29815,EGML,2524,0,GRS,0,0,4,51.5249260284234,0.241634845733643,10,35,0,22,51.5306262958348,0.24794340133667,18,215,0,Damyns Hall Aerodrome
314586,EGMT,2511,0,ASP,0,0,7,51.5364326259953,0.362184047698975,19,70,0,25,51.5387749702133,0.372591018676758,19,250,0,Thurrock Airfield
46641,EGND,1036,0,ASP,0,0,6,53.6203866719158,-1.83352589607239,249,58,0,24,53.6219011865149,-1.82947039604187,237,238,0,Crosland Moor Airfield
29165,EGNF,1068,0,GRS,0,0,6,53.31594803633,-1.19858264923096,78,56,0,24,53.3175952274418,-1.19452714920044,70,236,0,Netherthorpe Airfield
29165,EGNF,908,0,GRS,0,0,18,53.3182489588216,-1.19577169418335,70,175,0,36,53.3157685719795,-1.19540691375732,72,355,0,Netherthorpe Airfield
29679,EGNG,1068,0,GRS,0,0,16,54.2126752335943,-1.29648327827454,53,155,0,34,54.2100212506483,-1.2943696975708,47,335,0,Bagby Thirsk Prv AP
29679,EGNG,2043,0,GRS,0,0,6,54.2098016463121,-1.29618287086487,45,58,0,24,54.2127818912832,-1.28807187080383,64,238,0,Bagby Thirsk Prv AP
28479,EGNI,2390,0,GRS,0,0,11,53.173099910069,0.319923162460327,3,105,0,29,53.1714021297901,0.330480337142944,6,285,0,Skegness (Ingoldmells) Aerodrome
28479,EGNI,2688,0,GRS,0,0,3,53.1701480444009,0.32808780670166,9,28,0,21,53.1766303062194,0.333935022354126,9,208,0,Skegness (Ingoldmells) Aerodrome
314587,EGNP,300,0,GRS,0,0,9,53.878174767075,-1.66256189346313,206,94,0,27,53.8781115200991,-1.66116714477539,204,274,0,Leeds Heliport
29166,EGNU,2323,0,GRS,0,0,3,53.9772283911813,-0.867565870285034,15,30,0,21,53.9827300869898,-0.862104892730713,16,210,0,Full Sutton Airfield
29167,EGNW,1691,0,ASP,0,0,3,53.3148071429668,-0.350521802902222,26,26,0,21,53.3189859968976,-0.347152948379517,23,206,0,Wickenby Aerodrome
29167,EGNW,1581,0,ASP,0,0,15,53.3191205850849,-0.352013111114502,23,151,0,33,53.3153455458819,-0.348440408706665,25,331,0,Wickenby Aerodrome
29168,EGNY,2011,0,GRS,0,0,12,53.8995594074992,-0.365531444549561,-1,116,0,30,53.8971318971935,-0.357130765914917,-1,296,0,Beverley/Linley Hill Airfield
29171,EGPG,2550,0,ASP,0,0,7,55.9735880800483,-3.98151397705078,107,72,0,25,55.9757252985291,-3.96937966346741,99,252,0,Cumbernauld AP
29172,EGPJ,2210,0,ASP,0,0,6,56.1818179806877,-3.22510957717895,126,61,0,24,56.1847616858487,-3.21559309959412,121,241,0,Fife AP
29173,EGPR,1134,0,CON,0,0,7,57.0252353560713,-7.44844079017639,9,74,0,25,57.0260878956711,-7.44294762611389,0,254,0,Barra AP
29173,EGPR,1091,0,CON,0,0,16,57.025101050105,-7.4486768245697,9,164,0,34,57.0222279540893,-7.44714260101318,0,344,0,Barra AP
29174,EGPS,1555,0,CON,0,0,10,57.5171596483189,-1.86853408813477,50,98,0,28,57.5165373589812,-1.86068058013916,47,278,0,Peterhead Heliport
29175,EGPT,1437,0,ASP,0,0,9,56.4376402171064,-3.37454080581665,119,88,0,27,56.4377647757832,-3.3674168586731,119,268,0,Perth/Scone AP
29175,EGPT,2696,0,ASP,0,0,3,56.4378893340519,-3.37709426879883,120,28,0,21,56.4443954532316,-3.37074279785156,116,208,0,Perth/Scone AP
29175,EGPT,1988,0,GRS,0,0,15,56.442296061548,-3.37080717086792,119,150,0,33,56.4375927660745,-3.36581826210022,118,330,0,Perth/Scone AP
29176,EGPW,1927,0,ASP,0,0,11,60.7478372886562,-0.858821868896484,0,113,0,29,60.7457401439211,-0.848897695541382,0,293,0,Unst AP
29176,EGPW,1937,0,ASP,0,0,11,60.7478372886562,-0.858832597732544,0,114,0,29,60.7457191717817,-0.848865509033203,0,294,0,Unst AP
29179,EGSA,1994,0,ASP,0,0,2,52.6276970720973,0.927057266235352,65,19,0,20,52.6328675446665,0.929986238479614,60,199,0,Shipdham Airfield
29181,EGSD,1512,0,GRS,0,0,9,52.6347428295715,1.71826601028442,-2,93,0,27,52.6345279572534,1.72508955001831,-1,273,0,Great Yarmouth - North Denes Heliport
29182,EGSG,2959,0,GRS,0,0,4,51.6485627854467,0.151426792144775,57,36,0,22,51.6551527995099,0.15905499458313,33,216,0,Stapleford Aerodrome
29182,EGSG,2177,0,GRS,0,0,10,51.6561312350573,0.151298046112061,31,98,0,28,51.6552526408397,0.160814523696899,34,278,0,Stapleford Aerodrome
