airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft,name
332889,GB-0702,1168,0,GRS,0,0,16,53.0677491286932,-0.148508548736572,13,156,0,34,53.0648254789024,-0.14632523059845,13,336,0,Whaley Farm Airstrip
332911,GB-0703,1646,0,GRS,0,0,8,52.6057613563473,-1.46469533443451,81,78,0,26,52.6066670124276,-1.45741581916809,86,258,0,Glebe Farm (Sibson) Airstrip
332912,GB-0704,1157,0,GRS,0,0,4,52.1324014008911,-2.34537720680237,100,40,0,22,52.1348183153273,-2.34202980995178,94,220,0,Crumpton Oaks Farm Airstrip
332913,GB-0705,4414,0,GRS,0,0,8,52.4375557575028,-1.05068564414978,156,81,0,26,52.4393478384163,-1.03105187416077,155,261,0,Sulby Airstrip
332913,GB-0705,1582,0,GRS,0,0,15,52.4411463864858,-1.05084657669067,152,151,0,33,52.4373399180225,-1.04743480682373,156,331,0,Sulby Airstrip
332914,GB-0706,969,0,GRS,0,0,18,53.0812978312014,-1.40381455421448,130,178,0,36,53.0786425698499,-1.40363216400146,137,358,0,Butterfield Farm Airstrip
332915,GB-0707,1246,0,GRS,0,0,9,53.2329230172749,-0.734142065048218,19,87,0,27,53.2330931969806,-0.728439688682556,26,267,0,Carr Farm Airstrip
332928,GB-0708,2580,0,GRS,0,0,6,52.9751017212382,-0.493901968002319,40,63,0,24,52.9783189292702,-0.483441352844238,27,243,0,Hanbeck Farm Airstrip
332953,GB-0710,1364,0,GRS,0,0,8,52.3755435036051,0.882173180580139,39,80,0,26,52.3761952014272,0.888208150863647,40,260,0,Knettishall Airstrip
332971,GB-0711,2618,0,GRS,0,0,4,55.2962832683192,-4.677654504776,29,35,0,22,55.3021406753531,-4.67036962509155,30,215,0,Kilkerran UL
333002,GB-0712,799,0,GRS,0,0,6,55.2534350105614,-1.71587347984314,85,56,0,24,55.2546457370346,-1.71266555786133,80,236,0,Causey Park Airstrip UL
333002,GB-0712,803,0,GRS,0,0,16,55.2546029342024,-1.71249389648438,77,158,0,34,55.2525544590498,-1.71107769012451,82,338,0,Causey Park Airstrip UL
333003,GB-0713,2456,0,GRS,0,0,7,54.4569486039384,-1.56641006469727,56,74,0,25,54.4588414374906,-1.55529499053955,49,254,0,Croft Farm Airstrip
333004,GB-0714,1583,0,GRS,0,0,9,53.8937369392303,-1.07134938240051,29,92,0,27,53.8935725581012,-1.06398940086365,29,272,0,Gilrudding Grange Airstrip
333004,GB-0714,886,0,GRS,0,0,18,53.8959876311908,-1.06963276863098,11,177,0,36,53.8935599133722,-1.06942892074585,29,357,0,Gilrudding Grange Airstrip
333005,GB-0715,3095,0,GRS,0,0,4,53.8783075854129,-1.12487554550171,29,35,0,22,53.8852514993929,-1.11660361289978,29,215,0,Acaster Malbis Airstrip
333005,GB-0715,1881,0,GRS,0,0,15,53.8821717818728,-1.11935019493103,29,151,0,33,53.8776624638198,-1.11510157585144,29,331,0,Acaster Malbis Airstrip
333044,GB-0717,1048,0,GRS,0,0,9,54.1939368511316,-1.06955766677856,109,86,0,27,54.1941126021604,-1.06465458869934,109,266,0,Lodge Field House Airstrip
333047,GB-0718,1812,0,GRS,0,0,6,51.6690718863091,-1.71882390975952,74,61,0,24,51.6714573010017,-1.7117965221405,74,241,0,Inglesham Private Airstrip
333048,GB-0719,551,0,GRS,0,0,18,53.6797492809633,-1.10179781913757,26,181,0,0,53.6782368428162,-1.10185146331787,22,1,0,Bridge Cottage Airstrip
333048,GB-0719,431,0,GRS,0,0,2,53.6780017109997,-1.10158324241638,22,15,0,20,53.6791455831733,-1.10107898712158,22,195,0,Bridge Cottage Airstrip
333050,GB-0721,2151,0,GRS,0,0,17,54.2929668745774,-0.745096206665039,156,171,0,35,54.2871492631787,-0.743443965911865,160,351,0,Newton-on-Rawcliffe Airstrip
333050,GB-0721,828,0,GRS,0,0,15,54.2918773091498,-0.745782852172852,156,146,0,33,54.289998680371,-0.743594169616699,154,326,0,Newton-on-Rawcliffe Airstrip
333055,GB-0722,1289,0,GRS,0,0,9,50.9739403249793,-1.15038871765137,112,88,0,27,50.9740754381206,-1.14477753639221,105,268,0,Meonstoke Airstrip
333076,GB-0723,1746,0,GRS,0,0,8,53.8176606442174,-1.01693272590637,26,81,0,26,53.818395363501,-1.00891828536987,29,261,0,Birchwood Lodge Airstrip
333077,GB-0724,1696,0,GRS,0,0,0,54.3269293192101,-0.683974027633667,264,2,0,18,54.3315777268653,-0.683684349060059,282,182,0,Newgate Farm Airstrip
333078,GB-0725,1991,0,GRS,0,0,8,55.2026552700043,-1.80549144744873,88,82,0,26,55.2034083530165,-1.79601788520813,110,262,0,Selby House Farm Airstrip
333079,GB-0726,828,0,GRS,0,0,17,54.262910291309,-1.63933128118515,110,170,0,35,54.2606747079306,-1.6386553645134,113,350,0,Thornton Watlass Airstrip UL
333116,GB-0729,1683,0,GRS,0,0,17,53.8090869115652,-0.193650126457214,16,165,0,35,53.8046330728203,-0.191600918769836,15,345,0,Burton-Constable Airstrip
333146,GB-0730,1458,0,GRS,0,0,9,54.2049135790583,-0.618807077407837,19,91,0,27,54.2048508273234,-0.611972808837891,19,271,0,Ings Farm Airstrip
333147,GB-0731,1267,0,GRS,0,0,3,53.3031561071291,-2.54536807537079,55,29,0,21,53.3061917726758,-2.54254102706909,65,209,0,Frandley House Airstrip
333148,GB-0732,1409,0,GRS,0,0,8,53.7445487568823,-2.60954260826111,52,77,0,26,53.7454497212394,-2.60319113731384,65,257,0,Higher Barn Farm Airstrip
333149,GB-0733,1290,0,GRS,0,0,11,53.2079667102784,-2.25565195083618,90,108,0,29,53.2068807648124,-2.25003004074097,93,288,0,Fern Farm Airstrip UL
333150,GB-0734,1803,0,GRS,0,0,4,53.4522889480982,-2.58423328399658,33,42,0,22,53.4559432620676,-2.57864356040955,32,222,0,Kenyon Hall Farm Airstrip
333158,GB-0736,3176,0,GRS,0,0,3,53.4067689652842,-2.51198530197144,15,30,0,21,53.4143472910307,-2.50478625297546,20,210,0,Warrington Airstrip
333159,GB-0737,1896,0,GRS,0,0,12,53.1665753079091,-2.57572531700134,46,117,0,30,53.1642051106789,-2.56800591945648,45,297,0,Ash House Farm Airstrip
333159,GB-0737,1110,0,GRS,0,0,17,53.1663501930383,-2.57598280906677,46,167,0,35,53.1633817822305,-2.57485091686249,46,347,0,Ash House Farm Airstrip
333159,GB-0737,2024,0,GRS,0,0,13,53.1659096076598,-2.57625102996826,46,125,0,31,53.162696735195,-2.56870329380035,45,305,0,Ash House Farm Airstrip
333159,GB-0737,1660,0,GRS,0,0,9,53.1635715351094,-2.57512450218201,46,85,0,27,53.1639510383504,-2.56756067276001,45,265,0,Ash House Farm Airstrip
333300,GB-0739,1381,0,GRS,0,0,12,56.2161431841835,-3.46343994140625,130,115,0,30,56.2145621901309,-3.45724940299988,127,295,0,Balado Park Airstrip UL
333300,GB-0739,963,0,GRS,0,0,4,56.2159522751556,-3.46315026283264,130,44,0,22,56.2178553570246,-3.45985651016235,129,224,0,Balado Park Airstrip UL
333301,GB-0740,1637,0,GRS,0,0,8,56.2173900353885,-3.02441596984863,100,78,0,26,56.218296810791,-3.01650881767273,88,258,0,Balgrummo Steading Airstrip
333302,GB-0741,1008,0,GRS,0,0,15,55.7136708446013,-4.07700061798096,248,149,0,33,55.7112955339627,-4.07449007034302,246,329,0,Nethershields Farm Airstrip
333476,GB-0744,1348,0,GRS,0,0,4,51.856105717592,-1.49883985519409,128,39,0,22,51.8589749191876,-1.49506330490112,132,219,0,Cornbury House Airstrip
333334,GB-0746,1681,0,GRS,0,0,16,57.6979500637499,-3.36795330047607,13,155,0,34,57.6937817125065,-3.36427330970764,22,335,0,Shempston Farm Airstrip
333334,GB-0746,1034,0,GRS,0,0,7,57.6941429503708,-3.36465954780579,16,66,0,25,57.6952782459243,-3.3597993850708,19,246,0,Shempston Farm Airstrip
333336,GB-0747,1550,0,GRS,0,0,7,55.8434581604903,-3.53772640228271,217,73,0,25,55.8447171076479,-3.53049516677856,206,253,0,Broomhill Farm Airstrip
333336,GB-0747,1539,0,GRS,0,0,7,55.8434400891817,-3.53769421577454,217,72,0,25,55.8447472255016,-3.53054881095886,206,252,0,Broomhill Farm Airstrip
333354,GB-0748,2031,0,GRS,0,0,5,50.9992063984696,-0.465588569641113,18,47,0,23,51.0030211164392,-0.459140539169311,23,227,0,Hadfold Farm Airstrip UL
333361,GB-0749,1507,0,GRS,0,0,14,51.1437500645452,0.756179094314575,30,135,0,32,51.1408354776405,0.760846138000488,35,315,0,Fridd Farm Airstrip
333384,GB-0750,2055,0,GRS,0,0,9,51.0766208155596,-1.54317140579224,83,89,0,27,51.076688222702,-1.53420209884644,82,269,0,Bossington Airstrip
333385,GB-0751,1963,0,ASP,0,0,8,51.7276794147904,-0.551730394363403,162,81,0,26,51.7285167323874,-0.543147325515747,159,261,0,Bovingdon Airstrip
333385,GB-0751,2871,0,CON,0,0,3,51.721764586892,-0.549348592758179,162,32,0,21,51.728410407203,-0.542535781860352,159,212,0,Bovingdon Airstrip
333388,GB-0752,2173,0,GRS,0,0,7,52.1063997569683,-0.42222261428833,39,73,0,25,52.1081393825946,-0.412942171096802,27,253,0,Cardington Airstrip
333389,GB-0753,1053,0,GRS,0,0,4,51.0916030079618,0.885547399520874,45,39,0,22,51.0938468861126,0.888444185256958,38,219,0,Hamilton Farm Airstrip
333408,GB-0754,1294,0,GRS,0,0,5,57.5607798528189,-2.02733159065247,52,53,0,23,57.5629321582131,-2.02207446098328,40,233,0,Easter Nether Cabra Farm Airstrip
333409,GB-0755,893,0,GRS,0,0,18,53.8411842635516,-0.211417078971863,13,181,0,0,53.8387343709873,-0.21148145198822,16,1,0,Hill Farm Airstrip
333426,GB-0756,1611,0,GRS,0,0,5,51.831338827233,-0.673395395278931,92,52,0,23,51.8340372335782,-0.667735934257507,93,232,0,Cheddington Airstrip
333427,GB-0757,943,0,GRS,0,0,3,51.047727818027,0.012869238853455,128,28,0,21,51.0500075474007,0.014811158180237,153,208,0,Chelworth House Airstrip
333441,GB-0758,1637,0,GRS,0,0,2,51.3346001368364,-0.315513610839844,57,20,0,20,51.3388161729431,-0.313045978546143,51,200,0,Rushett Farm
333504,GB-0759,1391,0,GRS,0,0,5,51.0252955044934,-0.014548301696777,92,54,0,23,51.0275493463485,-0.009655952453613,91,234,0,Danehill Airstrip
333505,GB-0760,1288,0,GRS,0,0,4,50.9329423670507,-1.26779437065125,17,44,0,22,50.9354711475926,-1.2638783454895,31,224,0,Hill Farm Airstrip
333524,GB-0761,2126,0,GRS,0,0,11,51.49677467073,-1.4866840839386,166,112,0,29,51.4946038367453,-1.47799372673035,150,292,0,Manor Farm Airstrip
333526,GB-0762,903,0,GRS,0,0,7,51.2672854914353,-2.10461139678955,193,73,0,25,51.268010479533,-2.10082411766052,194,253,0,Edington Airstrip
333526,GB-0762,2008,0,GRS,0,0,1,51.2621901135575,-2.10275530815125,170,6,0,19,51.2676681254676,-2.10188627243042,194,186,0,Edington Airstrip
333528,GB-0763,2423,0,GRS,0,0,6,51.0472354357059,-1.44724488258362,133,58,0,24,51.0507899138671,-1.43831849098206,152,238,0,Farley Farm Airstrip
333554,GB-0764,4219,0,ASP,0,0,8,53.3444988912525,-2.53372192382812,73,84,0,26,53.3457094454213,-2.51445293426514,63,264,0,Hawksview Airstrip
333555,GB-0765,1038,0,GRS,0,0,11,50.9054346908527,-0.233244895935059,26,109,0,29,50.9044874933587,-0.228985548019409,32,289,0,Folly Farm Airstrip
333555,GB-0765,1824,0,GRS,0,0,16,50.9078905488768,-0.230509042739868,31,163,0,34,50.9031004908295,-0.22822380065918,35,343,0,Folly Farm Airstrip
333568,GB-0766,3464,0,GRS,0,0,9,51.1184550140416,-0.449666976928711,58,94,0,27,51.1177411384969,-0.434582233428955,60,274,0,Baynard's Park Airstrip
333570,GB-0768,2292,0,GRS,0,0,9,51.6488224101896,-1.37691736221313,59,87,0,27,51.6492018590623,-1.36680543422699,57,267,0,Landead Farm Airstrip
333584,GB-0769,1885,0,GRS,0,0,5,51.1752737247801,-1.62472128868103,126,53,0,23,51.1784080914377,-1.61816596984863,112,233,0,Manor House Farm Airstrip
333585,GB-0770,1084,0,GRS,0,0,7,52.1741619792207,-0.022187232971192,33,73,0,25,52.175037057627,-0.017552375793457,33,253,0,Armshold Farm Airstrip
335830,GB-0771,1744,0,GRS,0,0,11,52.7628333079405,-2.1299421787262,92,107,0,29,52.7614439577723,-2.1223783493042,86,287,0,Valley Farm Airstrip
333587,GB-0772,2142,0,GRS,0,0,10,52.8065167821042,0.953514575958252,64,100,0,28,52.8054725762536,0.963073968887329,67,280,0,Holly Hill Farm Airstrip
333587,GB-0772,2643,0,GRS,0,0,2,52.8006338789843,0.955338478088379,57,20,0,20,52.8074247668077,0.959522724151611,71,200,0,Holly Hill Farm Airstrip
333592,GB-0773,1844,0,GRS,0,0,7,52.514327444582,-0.009505748748779,3,66,0,25,52.5163644993104,-0.001899003982544,0,246,0,White Fen Farm Airstrip
333592,GB-0773,2648,0,GRS,0,0,17,52.5213979699155,-0.007134675979614,-1,172,0,35,52.5142033901216,-0.005546808242798,3,352,0,White Fen Farm Airstrip
333593,GB-0774,1002,0,GRS,0,0,6,51.7691080204548,-0.913077592849731,73,59,0,24,51.7705089009787,-0.909258127212524,71,239,0,Haddenham Backstable Airstrip
333594,GB-0775,2710,0,GRS,0,0,8,51.76260099121,-0.943665504455566,73,76,0,26,51.7644469580684,-0.932035446166992,74,256,0,Manor Farm (Haddenham) Airstrip
333595,GB-0776,3047,0,GRS,0,0,8,52.5270117963386,-0.359319448471069,29,83,0,26,52.527990878629,-0.345683097839356,22,263,0,Furze Farm Airstrip
333596,GB-0777,1958,0,GRS,0,0,4,50.8714723915983,0.227590799331665,12,40,0,22,50.8755954815197,0.233041048049927,15,220,0,Palmers Farm Airstrip
333601,GB-0778,918,0,GRS,0,0,7,51.1412662826756,-0.624879598617554,110,74,0,25,51.1419596010876,-0.621019899845123,96,254,0,Hill Top Farm Airstrip
333604,GB-0779,1868,0,GRS,0,0,4,51.4890326697032,-1.21700406074524,140,39,0,22,51.4929940130948,-1.21178984642029,147,219,0,Haw Farm Airstrip
333629,GB-0780,1630,0,GRS,0,0,10,52.4471824310928,1.29737377166748,52,95,0,28,52.4467900806287,1.30468010902405,46,275,0,Nut Tree Farm Airstrip
333633,GB-0781,1967,0,GRS,0,0,1,51.5170152245639,-0.897424221038818,49,7,0,19,51.5223693535047,-0.896372795104981,42,187,0,Harpsden Park Airstrip
333663,GB-0782,2351,0,GRS,0,0,8,51.1874938599673,0.031285285949707,42,84,0,26,51.1881125148266,0.041520595550537,42,264,0,East Haxted Farm Airstrip
333667,GB-0783,1061,0,GRS,0,0,10,52.5626819853595,1.45177245140076,12,99,0,28,52.5622450101383,1.45650386810303,25,279,0,Pond Farm Airstrip
333667,GB-0783,1178,0,GRS,0,0,18,52.5622189219277,1.45662188529968,25,178,0,36,52.5589903861022,1.45678281784058,25,358,0,Pond Farm Airstrip
333680,GB-0784,895,0,GRS,0,0,18,52.8288606666609,1.00360214710236,68,178,0,36,52.826407031949,1.00375235080719,64,358,0,Blue Tile Farm Airstrip
333685,GB-0785,927,0,GRS,0,0,18,51.0413871522761,-0.331295728683472,79,180,0,0,51.0388438967404,-0.33132791519165,81,0,0,Oakland Farm Airstrip
333685,GB-0785,914,0,GRS,0,0,2,51.0387494495493,-0.331263542175293,81,18,0,20,51.0411375551261,-0.330051183700561,80,198,0,Oakland Farm Airstrip
333713,GB-0787,1899,0,GRS,0,0,9,51.7475050564683,-0.912702083587646,73,90,0,27,51.7474984139434,-0.904290676116943,77,270,0,Shrove Furlong Farm Airstrip
333713,GB-0787,843,0,GRS,0,0,1,51.7450472555904,-0.909435153007507,71,14,0,19,51.7472924951883,-0.908533930778503,76,194,0,Shrove Furlong Farm Airstrip
333714,GB-0788,1534,0,GRS,0,0,7,51.5930421967119,0.441330671310425,28,71,0,25,51.5943885499272,0.447746515274048,21,251,0,Bensons Farm Airstrip
333726,GB-0789,1496,0,GRS,0,0,1,52.933456685582,0.953761339187622,38,13,0,19,52.9374594012288,0.955252647399902,36,193,0,Langham Airstrip
333727,GB-0790,1541,0,GRS,0,0,7,50.7542962667974,-1.59594655036926,33,66,0,25,50.7560270648221,-1.58985257148743,28,246,0,Batchley Farm Airstrip
333728,GB-0791,1827,0,GRS,0,0,8,50.9233669146574,-0.618184804916382,55,77,0,26,50.9244625111854,-0.610427856445313,55,257,0,Sutton Airstrip
333729,GB-0792,1825,0,GRS,0,0,3,51.057871078061,-0.380187034606934,38,30,0,21,51.0621934279173,-0.376174449920654,32,210,0,Welcross Farm Airstrip
333735,GB-0794,2000,0,GRS,0,0,15,51.8121569202243,-1.15932583808899,61,147,0,33,51.8075732750339,-1.15445494651794,63,327,0,Ventfield Farm Airstrip
333735,GB-0794,1132,0,GRS,0,0,5,51.8073211941929,-1.15413308143616,64,45,0,23,51.8095102702488,-1.15057110786438,67,225,0,Ventfield Farm Airstrip
333736,GB-0795,2422,0,GRS,0,0,2,51.9947507494765,-0.011318922042847,142,15,0,20,52.0011516081806,-0.008443593978882,151,195,0,Wisbridge Farm Airstrip
333745,GB-0796,1910,0,GRS,0,0,10,52.1336098744996,0.769397020339966,86,104,0,28,52.1323306037368,0.777668952941895,84,284,0,Lavenham Airstrip
333746,GB-0797,1522,0,GRS,0,0,10,51.7468075860248,0.592124462127685,25,97,0,28,51.7463160289574,0.598819255828857,17,277,0,Retreat Farm Airstrip
333760,GB-0798,2211,0,GRS,0,0,3,51.4337316839022,-1.46746873855591,134,25,0,21,51.4392092897,-1.4633059501648,140,205,0,Radley Farm Airstrip
333761,GB-0799,1954,0,GRS,0,0,10,51.206140638264,0.504008531570435,13,104,0,28,51.20486683322,0.512312650680542,18,284,0,Rankins Farm
333767,GB-0800,1124,0,GRS,0,0,3,52.3715381344609,0.223803520202637,16,28,0,21,52.3742630039936,0.226163864135742,29,208,0,Bedwell Hey Farm Airstrip
400001,GB-MULL,2559,91,GRS,0,0,7,56.5158478526697,-5.91879844665527,15,65,0,26,56.5189020195652,-5.90764045715332,15,247,0,Glenforsa Airstrip
400002,GB-Bala,2529,75,ASP,1,0,7,57.2515696867784,-5.83295691534424,34,65,0,25,57.254689,-5.822561,34,247,0,Broadford Skye
